,time,rate
0,39050.0,0.13383838383838384
1,1000.0,0.09620253164556962
2,47131.0,0.09560723514211886
3,39057.0,0.07368421052631578
4,45758.0,0.21173469387755103
5,24265.0,0.1679790026246719
6,46944.0,0.208
7,45700.0,0.1783783783783784
8,21643.0,0.1989247311827957
9,45545.0,0.18528610354223432
10,19658.0,0.18256130790190736
11,8620.0,0.3005464480874317
12,38936.0,0.30434782608695654
13,11597.0,0.18904109589041096
14,43986.0,0.18956043956043955
15,15059.0,0.19008264462809918
16,45698.0,0.18457300275482094
17,42900.0,0.18232044198895028
18,11252.0,0.1883656509695291
19,2355.0,0.18888888888888888
19,2355.0,0.1888888888882088888
20,15614.0,0.18662952646239556
21,42004.0,0.19220055710306408
22,41863.0,0.19437340153452684
23,18615.0,0.19220055710306408
24,6562.0,0.19382022471910113
25,42023.0,0.21714285714285714
26,41606.0,0.40762463343108507
27,32818.0,0.2275449101796407
28,4465.0,0.23170731707317074
29,42389.0,0.21981424148606812
30,475631.0,0.6
31,23941.0,0.22865853658536586
32,25736.0,0.13183279742765272
33,26157.0,0.13738019169329074
34,36002.0,0.228125
35,21587.0,0.13738019169329074
36,42085.0,0.13268608414239483
37,5126.0,0.1331168831168831
38,32833.0,0.1485148514851485
39,1844.0,0.1513157894736842
40,38523.0,0.1456953642384106
41,27030.0,0.1490066225165563
42,15991.0,0.14144736842105263
43,2254.0,0.15210355987055016
44,9600.0,0.14144736842105263
45,18316.0,0.17307692307692307
46,15420.0,0.15737704918032788
47,28828.0,0.2347266881028939
48,32093.0,0.15359477124183007
49,10053.0,0.15309446254071662
50,4175.0,0.14802631578947367
51,34657.0,0.14802631578947367
52,40509.0,0.14950166112956811
53,39443.0,0.1590909090909091
54,6719.0,0.17666666666666667
55,37720.0,0.18211920529801323
56,30219.0,0.17666666666666667
57,32564.0,0.17666666666666667
58,16185.0,0.1832797427652733
59,7798.0,0.18333333333333332
60,11110.0,0.18543046357615894
61,7606.0,0.1806020066889632
62,54721.0,1.0
63,10485.0,0.013157894736842105
64,7104.0,0.23
65,31554.0,0.23411371237458195
66,42270.0,0.24496644295302014
67,3567.0,0.23825503355704697
68,34981.0,0.23154362416107382
69,10056.0,0.24414715719063546
70,7976.0,0.24161073825503357
71,41012.0,0.24161073825503357
72,35769.0,0.22895622895622897
73,41660.0,0.23154362416107382
74,11878.0,0.22895622895622897
75,13335.0,0.22972972972972974
76,14507.0,0.23310810810810811
77,15493.0,0.7272727272727273
78,10111.0,0.3172690763052209
79,5035.0,0.24583333333333332
80,29406.0,0.7043010752688172
81,22496.0,0.04484304932735426
82,44878.0,0.27848101265822783
83,50667.0,0.19642857142857142
84,126187.0,1.0
85,112842.0,0.045454545454545456
86,78821.0,0.6428571428571429
87,48599.0,0.2
88,57947.0,0.25
