,time,rate
0,1000.0,0.0962025316455696
1,47131.0,0.0956072351421188
2,39057.0,0.0736842105263157
3,24265.0,0.1679790026246719
4,21643.0,0.1989247311827957
5,19658.0,0.1825613079019073
6,8620.0,0.3005464480874317
7,11597.0,0.1890410958904109
8,43986.0,0.1895604395604395
9,15059.0,0.1900826446280991
10,45698.0,0.1845730027548209
11,41863.0,0.1943734015345268
12,18615.0,0.192200557103064
13,32818.0,0.2275449101796407
14,4465.0,0.2317073170731707
15,42389.0,0.2198142414860681
16,475631.0,0.6
17,25736.0,0.1318327974276527
18,36002.0,0.228125
19,5126.0,0.1331168831168831
20,38523.0,0.1456953642384106
21,27030.0,0.1490066225165563
22,15991.0,0.1414473684210526
23,2254.0,0.1521035598705501
24,9600.0,0.1414473684210526
25,28828.0,0.2347266881028939
26,32093.0,0.15359477124183
27,34657.0,0.1480263157894736
28,40509.0,0.1495016611295681
29,6719.0,0.1766666666666666
30,37720.0,0.1821192052980132
31,30219.0,0.1766666666666666
32,7798.0,0.1833333333333333
33,54721.0,1.0
34,3567.0,0.2382550335570469
35,13335.0,0.2297297297297297
36,15493.0,0.7272727272727273
37,10111.0,0.3172690763052209
38,22496.0,0.0448430493273542
39,44878.0,0.2784810126582278
40,50667.0,0.1964285714285714
41,126187.0,1.0
42,112842.0,0.0454545454545454
43,78821.0,0.6428571428571429
44,48599.0,0.2
45,57947.0,0.25
