,time,rate
0,38547.82874617737,0.0
1,51210.66972477064,0.0015290519877675841
2,57816.46666666667,0.0015503875968992248
3,49791.14444444444,0.0015873015873015873
4,34329.822503961965,0.0
5,68299.88958990536,0.0
6,1842.0943396226414,0.0
7,18080.043227665705,0.0
8,21514.968309859156,0.0
9,16037.874635568513,0.0
10,12799.68804664723,0.0
11,78126.13742690059,0.0
12,4295.394202898551,0.0
13,41902.892128279884,0.0
14,18250.904347826086,0.0
15,101401.02272727272,0.0
16,25780.71137026239,0.0
17,746.3420074349442,0.0
18,3052.8709677419356,0.0
19,54423.30291970803,0.0
20,45947.78009259259,0.0
21,9997.558394160584,0.0
22,45542.14652014652,0.0
23,5630.280626780626,0.0
24,5455.782792665726,0.0
25,4698.591428571429,0.0
26,5701.6728571428575,0.0
27,2546.1619937694704,0.0
28,40722.098540145984,0.0
29,391.3369963369963,0.0
30,871.8669064748201,0.0
31,947.0575539568346,0.0
32,1347.448275862069,0.0
33,132407.75320970043,0.0014265335235378032
34,252273.86059743955,0.0
35,1599.376984126984,0.0
36,1931.5633802816901,0.0
37,9389.201117318436,0.0
38,1745.652037617555,0.0
39,1281.8293515358362,0.0
40,7835.22891566265,0.0
41,7819.801204819277,0.0
42,5551.768595041322,0.0
43,7595.915625,0.0
44,1333.457337883959,0.0
45,1754.725,0.0
46,1974.742372881356,0.0
47,10150.875,0.0
48,1308.5392491467576,0.0
49,2982.7716049382716,0.0
50,4254.532157676348,0.0
51,1790.0365726227794,0.0
52,35429.094955489614,0.0
53,1332.429718875502,0.0
54,1379.6837944664032,0.0
55,12909.205387205388,0.0
56,1532.312,0.0
57,1828.864406779661,0.0
58,1245.6521739130435,0.0
59,25638.071197411,0.0
60,53984.125364431486,0.0058309037900874635
61,39137.5306122449,0.0
62,25401.9644012945,0.0
63,2927.5884476534297,0.0
64,49716.18823529412,0.0
65,53535.19533527697,0.0
66,47691.330383480825,0.0
67,48631.82890855457,0.0
68,52664.94082840237,0.0
69,1736.2923588039866,0.0
70,1507.6181102362204,0.0
71,2039.6340206185566,0.0
72,1111.1818181818182,0.0
73,17174.687684729062,0.0
74,2855.9407699901285,0.0
75,1711.801724137931,0.0
76,1451.2047244094488,0.0
77,1725.682119205298,0.0
78,12438.336419753086,0.0
79,1422.2539682539682,0.0
80,1245.3204633204634,0.0
81,1656.5063694267517,0.0
82,1386.3690036900368,0.0
83,1116.3768656716418,0.0
84,1192.6830601092897,0.0
85,3804.6607773851592,0.0
86,1691.1787072243346,0.0
87,1081.4280155642023,0.0
88,1812.0513698630136,0.0
89,2103.5009487666034,0.0
90,3382.7567567567567,0.006756756756756757
91,1995.7947269303202,0.0
92,1144.035294117647,0.0
93,1742.1326732673267,0.0
94,2054.1501976284585,0.0
95,40037.03535353536,0.0
96,1652.7556818181818,0.0
97,1801.7766798418972,0.0
98,1717.629757785467,0.0
99,77115.64801444043,0.0
100,1893.1925925925925,0.0
101,92685.55118924509,0.38055842812823165
102,6866.631970260223,0.0012391573729863693
103,2199.257197696737,0.0
104,3092.28223495702,0.0
105,7777.88293370945,0.0
106,10665.691114245416,0.0
107,2290.6736641221373,0.0
108,3895.3676056338027,0.0
109,3389.3739376770536,0.0
110,35704.30172413793,0.0
111,3326.0890804597702,0.0
112,53936.838068181816,0.014204545454545454
113,2889.6092307692306,0.0
114,9219.716332378224,0.0
115,35902.21604938272,0.0
116,5007.530944625407,0.0
117,6214.830618892508,0.0
118,1176.4104234527688,0.0
119,278103.6034482759,0.013793103448275862
120,32968.135802469136,0.0
121,21010.802469135804,0.0
122,36076.635802469136,0.0
123,670.396501457726,0.0
124,9943.376543209877,0.0
125,20759.928571428572,0.0
126,45358.629921259846,0.0
127,570402.1053511705,0.0016722408026755853
128,5386.8625,0.0
129,370730.3416666667,0.0016666666666666668
130,5275.844870725605,0.0
131,390893.72101449274,0.0
132,1043.7439446366782,0.0
133,1767.2541254125413,0.0
134,20151.387190684134,0.0
135,22523.81386861314,0.0
136,1010605.2430107527,0.0
137,149223.79238754325,0.0
138,49612.50512820513,0.0
139,13826.02034883721,0.0
140,34024.42660550459,0.0022935779816513763
141,53423.010230179025,0.0
142,238756.5637755102,0.002551020408163265
143,12513.57435897436,0.0
144,12476.776811594204,0.0
145,28948.918604651164,0.0
146,2561.432525951557,0.0
147,3490.0,0.0
148,3481.1368821292776,0.0
149,3832.1654135338345,0.0
150,2457.6353383458645,0.0
151,4204.0,0.0
152,10367.454887218046,0.0
153,3583.689138576779,0.0
154,8166.041198501873,0.0
155,2829.6439393939395,0.0
156,54838.72448979592,0.0
157,621907.6344827586,0.020689655172413793
158,40633.48353413655,0.0
159,117758.44642857143,0.002976190476190476
160,59824.79934210526,0.0
161,113541.52678571429,0.005952380952380952
162,1030.0827067669172,0.0
163,9814.146953405017,0.0
164,2266.725,0.0
165,223838.1561461794,0.0
166,18126.259136212626,0.0
167,5583.256045519203,0.0
168,42694.95880149813,0.0
169,41918.40074906367,0.0
170,41992.96629213483,0.0
171,2327.4310344827586,0.0
172,1395.585616438356,0.0
173,5930.83904109589,0.0
174,1707.9489795918366,0.0
175,1722.5255972696245,0.0
176,1740.8430034129692,0.0
177,1395.2568807339449,0.0
178,18209.223776223775,0.0
179,27044.50980392157,0.0
180,40414.50442477876,0.0029498525073746312
181,52559.059347181006,0.0
182,74594.06784660766,0.0
183,40699.908284023666,0.0029585798816568047
184,83623.61176470589,0.0
185,119390.47293447293,0.08831908831908832
186,55274.003174603175,0.047619047619047616
187,133961.23076923078,0.005698005698005698
188,86913.35103244838,0.0
189,107616.55350553505,0.01107011070110701
190,121177.24,0.0
191,47552.799410029496,0.0
192,85901.91935483871,0.0
193,1271.5962264150944,0.0
194,1801.0518518518518,0.0
195,1804.7342007434945,0.0
196,116758.01461988305,0.0
197,69619.59347181009,0.002967359050445104
198,68445.97653958944,0.0
199,88089.48245614035,0.0029239766081871343
200,88592.88856304986,0.0
201,71822.21994134897,0.0
202,127379.25373134328,0.0
203,73072.17507418398,0.0
204,72473.48387096774,0.002932551319648094
205,160771.90724637682,0.0
206,67818.08504398826,0.0
207,62098.11370262391,0.0
208,46149.606413994166,0.0
209,74597.70760233919,0.0
210,1496.137037037037,0.0
211,500185.6644295302,0.0
212,2418.793442622951,0.0
213,3768.7797270955166,0.0
214,8714.94128113879,0.0
215,2490.6378205128203,0.0
216,6151.335087719298,0.0
217,5476.145907473309,0.0
218,26317.373376623378,0.0
219,72754.73878205128,0.0
220,97825.32492113565,0.0
221,109417.90866141733,0.07716535433070866
222,17876.099662162163,0.0
223,116666.91181102362,0.0031496062992125984
224,37612.56,0.0
225,34235.18459069021,0.0
226,77611.4439102564,0.0
227,45809.884430176564,0.0
228,5317.74521072797,0.0
229,3477.675637393768,0.0
230,5531.126099706745,0.0
231,3656.794633642931,0.0
232,3113.877419354839,0.0
233,2801.408496732026,0.0
234,1482.350806451613,0.0
235,34219.227891156464,0.0
236,8536.080357142857,0.0
237,9894.40687679083,0.0
238,6771.772079772079,0.0
239,310.43542435424354,0.0
240,25296.437673130193,0.0
241,1619.1598513011152,0.0
242,3292.76582278481,0.0
243,3266.6012658227846,0.0
244,4498.5626911314985,0.0
245,4022.113846153846,0.0
246,10303.003076923076,0.0
247,19817.579754601225,0.0
248,18958.037267080745,0.0
249,59215.42424242424,0.0
250,3797.9015384615386,0.0
251,3850.5216049382716,0.0
252,3739.506134969325,0.0
253,5584.948051948052,0.0
254,2866.4948979591836,0.0
255,4387.4820512820515,0.0
256,2870.8036175710595,0.0
257,2615.930412371134,0.0
258,2770.700258397933,0.0
259,2837.439588688946,0.0
260,2607.319587628866,0.0
261,6860.126288659794,0.0
262,3214.4690721649486,0.0
263,2644.0671834625323,0.0
264,2615.103092783505,0.0
265,2720.1134020618556,0.0
266,2608.5,0.0
267,3815.6553398058254,0.0
268,5796.087403598972,0.0
269,2628.582474226804,0.0
270,2637.093023255814,0.0
271,2693.0541237113403,0.0
272,1896.1629213483145,0.0
273,2597.0798969072166,0.0
