,sub_problem,sub_fval,solution,qaoa_time
0,"[532, 1843, 857, 518, 945, 855, 308]",0.25020292288753077,[0. 0. 0. 1. 0. 0. 0.],0.8369956016540527
1,"[652, 736, 1266, 644, 408, 541, 1923]",0.24973550429463057,[0. 0. 1. 0. 0. 0. 0.],0.7205207347869873
2,"[629, 1109, 108, 1107, 381, 1066, 826]",0.24930200338028302,[0. 0. 0. 0. 0. 1. 0.],0.7212157249450684
3,"[489, 1787, 905, 1665, 1645, 1273, 899]",0.2477639292124885,[0. 0. 0. 0. 0. 1. 0.],0.7238006591796875
4,"[1732, 1793, 232, 185, 775, 983, 919]",0.24703249751768558,[1. 0. 0. 1. 0. 0. 0.],0.7242887020111084
5,"[599, 1916, 1486, 1617, 1875, 70, 1678]",0.2458572581477761,[1. 0. 0. 0. 0. 0. 0.],0.7231791019439697
6,"[1218, 1121, 550, 1060, 1422, 1797, 334]",0.2442861031376546,[0. 1. 0. 0. 0. 0. 1.],0.8115794658660889
7,"[13, 1739, 101, 1356, 1647, 570, 474]",0.24363483221919666,[0. 1. 0. 1. 0. 0. 0.],0.7128925323486328
8,"[1552, 1623, 1706, 709, 49, 485, 1777]",0.2415121543427549,[0. 0. 1. 0. 0. 0. 0.],0.7211811542510986
9,"[1346, 578, 1366, 576, 1515, 1355, 1207]",0.24032298732122567,[1. 0. 1. 0. 0. 1. 1.],0.7253758907318115
10,"[1415, 471, 1753, 1569, 672, 1799, 1592]",0.2386614133701077,[0. 1. 0. 0. 0. 0. 0.],0.7225184440612793
11,"[304, 41, 598, 581, 54, 884, 463]",0.23788581743490894,[0. 0. 0. 0. 0. 0. 0.],0.7157816886901855
12,"[1756, 877, 640, 1829, 949, 1274, 126]",0.23662547645743967,[0. 0. 0. 0. 0. 1. 0.],0.7207281589508057
13,"[1672, 1174, 219, 1462, 397, 1388, 537]",0.23622673294897725,[1. 0. 0. 0. 0. 1. 0.],0.7169370651245117
14,"[1423, 777, 59, 478, 897, 529, 1607]",0.23551891564156763,[0. 0. 0. 0. 0. 0. 1.],0.7215445041656494
15,"[1471, 22, 914, 1907, 1158, 147, 1919]",0.23457387173546046,[0. 0. 0. 0. 1. 0. 0.],0.7220158576965332
16,"[1868, 406, 1027, 572, 666, 1718, 831]",0.23406791248616085,[1. 0. 0. 0. 0. 0. 0.],0.736464262008667
17,"[1045, 1631, 25, 1548, 1579, 893, 481]",0.23383830335445796,[1. 0. 0. 0. 0. 0. 0.],0.7130484580993652
18,"[1478, 52, 1509, 197, 508, 1621, 1902]",0.23257081372171892,[0. 0. 1. 0. 0. 1. 0.],0.7173786163330078
19,"[83, 1075, 575, 1024, 60, 1557, 1847]",0.23057599095376752,[0. 1. 0. 0. 0. 1. 0.],0.8066325187683105
20,"[947, 1360, 28, 778, 849, 15, 1245]",0.23039657768728503,[0. 1. 0. 0. 0. 1. 0.],0.7147727012634277
21,"[1568, 1194, 548, 348, 859, 1542, 1448]",0.22959567382376037,[1. 0. 0. 0. 0. 0. 0.],0.7142155170440674
22,"[1932, 1704, 7, 329, 1227, 48, 180]",0.2291800195459102,[1. 1. 1. 0. 0. 0. 1.],0.7173302173614502
23,"[1129, 1301, 1380, 701, 1162, 109, 1820]",0.2290144010782537,[0. 1. 1. 0. 0. 0. 0.],0.7190885543823242
24,"[1210, 1567, 1596, 1417, 1649, 11, 1378]",0.2286191969073696,[0. 0. 0. 0. 0. 0. 1.],0.721717119216919
25,"[784, 442, 1256, 1354, 187, 582, 1099]",0.22772050341771005,[0. 0. 0. 1. 1. 0. 1.],0.717728853225708
26,"[1051, 1343, 1310, 330, 192, 692, 624]",0.2275312539999512,[1. 1. 1. 0. 1. 1. 0.],0.7137370109558105
27,"[279, 1780, 1641, 808, 916, 1470, 1012]",0.2264438278447849,[0. 0. 0. 0. 0. 0. 0.],0.7210137844085693
28,"[1707, 1551, 580, 1758, 1472, 181, 1586]",0.22559722827614642,[1. 0. 0. 0. 1. 1. 0.],0.7152659893035889
29,"[822, 1392, 1675, 1067, 753, 569, 1255]",0.22540919072091561,[0. 0. 0. 0. 0. 1. 0.],0.7175157070159912
30,"[908, 1465, 250, 313, 1693, 799, 205]",0.225028896396873,[0. 0. 0. 0. 0. 0. 0.],0.7156131267547607
31,"[96, 1940, 1289, 818, 1281, 986, 1049]",0.22472050241217056,[0. 1. 1. 0. 0. 0. 0.],0.7171330451965332
32,"[215, 659, 1594, 1662, 1597, 939, 401]",0.2239610023994847,[0. 0. 1. 0. 0. 0. 0.],0.8135201930999756
33,"[776, 1697, 1748, 1117, 1404, 1220, 746]",0.2225130348369559,[0. 0. 0. 1. 0. 0. 0.],0.7150492668151855
34,"[1650, 436, 637, 987, 225, 1581, 1240]",0.2219763371712683,[0. 1. 0. 0. 0. 0. 0.],0.716707706451416
35,"[647, 848, 1711, 1778, 415, 229, 1381]",0.22182137867132373,[1. 0. 1. 0. 0. 0. 1.],0.7183101177215576
36,"[131, 352, 621, 1047, 1276, 1880, 1828]",0.22091254168484542,[0. 0. 0. 1. 1. 0. 0.],0.715280294418335
