,sub_problem,sub_fval,solution,qaoa_time
0,"[3600, 2024, 1007, 4105, 4821, 857, 1953]",0.20582531574314247,[0. 0. 0. 0. 1. 0. 0.],0.6001341342926025
1,"[1743, 2034, 2946, 3051, 1775, 4765, 1070]",0.20460111073992093,[0. 0. 0. 0. 0. 0. 0.],0.45229411125183105
2,"[514, 3828, 5269, 1397, 210, 1058, 3246]",0.20434785804329267,[0. 0. 0. 0. 0. 0. 0.],0.45311951637268066
3,"[4933, 1260, 1922, 2262, 3297, 2539, 3710]",0.20404514397950474,[0. 0. 0. 0. 0. 0. 0.],0.45225024223327637
4,"[461, 1234, 5484, 3679, 1494, 1719, 1904]",0.20373118086921563,[0. 0. 0. 0. 0. 0. 0.],0.4513733386993408
5,"[4767, 2364, 3765, 433, 1841, 4502, 3067]",0.20352492002774356,[0. 0. 0. 0. 0. 0. 0.],0.4571573734283447
6,"[3969, 4268, 1604, 2270, 4403, 1738, 3180]",0.2032225950575049,[0. 0. 0. 0. 0. 0. 0.],0.45225954055786133
7,"[4078, 3853, 25, 2882, 4986, 442, 5217]",0.20301304151230745,[0. 0. 0. 0. 0. 0. 0.],0.45355868339538574
8,"[2558, 287, 1734, 2253, 4241, 2487, 319]",0.20251008589272096,[0. 0. 0. 0. 0. 0. 0.],0.4811685085296631
9,"[3113, 3875, 756, 2894, 1102, 4547, 4657]",0.20219731325363566,[0. 0. 0. 0. 0. 0. 0.],0.48479604721069336
10,"[1489, 920, 24, 171, 803, 3048, 2953]",0.20193341640454177,[0. 0. 0. 0. 0. 0. 0.],0.49899768829345703
11,"[115, 4382, 3253, 3450, 1455, 3772, 2330]",0.2015339478623669,[0. 0. 0. 0. 0. 0. 0.],0.48802709579467773
12,"[2372, 182, 286, 2855, 4069, 4654, 2289]",0.2009202793321158,[0. 0. 0. 1. 0. 0. 0.],0.4799644947052002
13,"[2389, 611, 1161, 1837, 4433, 5142, 1789]",0.20054775345087475,[0. 0. 0. 0. 0. 0. 0.],0.4595978260040283
14,"[463, 1486, 1551, 144, 1840, 3330, 3761]",0.20018410325228936,[0. 0. 0. 0. 0. 0. 0.],0.47313714027404785
15,"[1387, 2453, 3893, 222, 1968, 925, 5229]",0.19912142012477085,[0. 0. 0. 0. 0. 0. 0.],0.45908308029174805
16,"[3641, 4286, 1072, 368, 1029, 2806, 3234]",0.19899040248745392,[0. 0. 0. 1. 0. 0. 0.],0.46529698371887207
17,"[4540, 5005, 3894, 3667, 3540, 1009, 2538]",0.1987525813252134,[0. 0. 0. 0. 0. 0. 0.],0.529876708984375
18,"[2913, 673, 2839, 877, 4777, 1192, 3089]",0.19815945985706732,[0. 0. 0. 0. 0. 0. 0.],0.4579002857208252
19,"[1168, 2909, 1313, 4077, 2278, 4555, 2637]",0.19779498814576685,[0. 0. 0. 0. 0. 0. 0.],0.46027493476867676
20,"[3355, 4356, 3118, 5212, 4937, 1061, 4603]",0.19567999003269682,[0. 0. 0. 0. 0. 0. 0.],0.5108156204223633
21,"[74, 0, 1707, 3443, 821, 1147, 3479]",0.19539865011066568,[0. 0. 0. 0. 0. 0. 0.],0.4581630229949951
22,"[2784, 5186, 2598, 696, 2965, 3569, 3353]",0.19500527345992064,[0. 0. 0. 0. 0. 0. 0.],0.4698464870452881
23,"[669, 152, 5491, 1518, 931, 3574, 5302]",0.1948618072806508,[0. 0. 0. 0. 0. 0. 0.],0.4701099395751953
24,"[3369, 2698, 5111, 5272, 138, 1220, 1653]",0.194508167106831,[0. 0. 0. 1. 0. 0. 0.],0.44928693771362305
25,"[2299, 4251, 1995, 4870, 949, 3290, 5137]",0.19430083332035297,[0. 0. 0. 0. 0. 0. 0.],0.4483456611633301
26,"[4844, 3704, 438, 4853, 3151, 4418, 3312]",0.1941061136919515,[0. 0. 0. 0. 0. 0. 0.],0.4491143226623535
27,"[3104, 2472, 4204, 1753, 2169, 213, 2061]",0.1939022979713308,[0. 0. 0. 0. 0. 0. 0.],0.44797611236572266
28,"[4838, 3453, 156, 2642, 596, 4748, 2544]",0.19338511601924552,[1. 0. 0. 0. 0. 0. 0.],0.47555994987487793
29,"[162, 1732, 2341, 5296, 3422, 3158, 3419]",0.19314983397178043,[0. 0. 0. 0. 0. 0. 0.],0.4488341808319092
30,"[2524, 4990, 5433, 3339, 2659, 4126, 3503]",0.192969748485011,[0. 0. 0. 0. 0. 0. 0.],0.4582860469818115
31,"[1081, 4274, 2301, 969, 834, 4372, 1191]",0.19277971806811378,[0. 0. 0. 0. 0. 0. 0.],0.4485318660736084
32,"[4425, 5475, 2077, 4573, 3910, 5182, 4666]",0.19085848423599938,[0. 0. 0. 0. 0. 0. 0.],0.46750760078430176
33,"[2286, 2717, 4104, 2555, 1907, 4688, 34]",0.1906230187128761,[0. 0. 0. 0. 0. 1. 0.],0.459216833114624
34,"[232, 537, 1266, 3350, 840, 1085, 4466]",0.19042524512460549,[0. 0. 0. 0. 0. 0. 0.],0.4666757583618164
35,"[741, 1065, 754, 3839, 3325, 3671, 3324]",0.1903016484722546,[0. 0. 1. 0. 0. 0. 0.],0.45009517669677734
36,"[1713, 3421, 312, 230, 1391, 1336, 2272]",0.19011701669193729,[0. 0. 0. 0. 0. 0. 0.],0.4490013122558594
37,"[5410, 3639, 3547, 3494, 383, 3745, 952]",0.1899383551331805,[0. 0. 0. 0. 1. 0. 0.],0.4503493309020996
38,"[2332, 684, 3977, 2590, 4408, 678, 2021]",0.18939422747898407,[0. 0. 0. 0. 0. 0. 0.],0.4738576412200928
39,"[2512, 2985, 5073, 1175, 1071, 367, 1121]",0.18882946479486087,[0. 0. 0. 0. 0. 0. 0.],0.45777010917663574
40,"[4351, 613, 3775, 1987, 654, 3471, 2738]",0.1880159023149215,[0. 0. 0. 0. 0. 0. 0.],0.4801931381225586
41,"[129, 5520, 2769, 2811, 775, 3588, 3613]",0.18699356765320888,[0. 0. 0. 0. 0. 0. 0.],0.4672420024871826
42,"[5502, 2670, 3150, 164, 3065, 4316, 5223]",0.18489489755574937,[0. 0. 0. 0. 0. 0. 0.],0.5055906772613525
43,"[4551, 1415, 1400, 3377, 4288, 3623, 4792]",0.18481006724996984,[0. 0. 0. 0. 0. 0. 0.],0.44942450523376465
44,"[740, 2111, 1700, 3383, 1125, 1994, 5067]",0.18451753408412785,[0. 0. 0. 0. 0. 0. 0.],0.4484069347381592
45,"[2951, 2447, 2467, 4324, 608, 1436, 4966]",0.18403205594759417,[0. 0. 0. 0. 0. 0. 0.],0.4752178192138672
46,"[3614, 4205, 3625, 4927, 3220, 1564, 447]",0.18391274910937344,[0. 0. 0. 0. 0. 0. 0.],0.45051002502441406
