,sub_problem,sub_fval,solution,qaoa_time
0,"[3576, 1773, 5202, 3425, 5450, 3437, 1377]",0.2546717220026976,[0. 0. 0. 0. 0. 0. 0.],0.6554257869720459
1,"[3045, 3336, 4438, 2288, 5289, 3096, 4891]",0.2544917977669818,[0. 0. 0. 0. 0. 0. 0.],0.503819465637207
2,"[4090, 2188, 785, 3248, 1514, 3340, 1245]",0.2541504011756619,[0. 0. 0. 0. 0. 0. 0.],0.5144476890563965
3,"[417, 1742, 431, 3101, 1141, 4176, 1612]",0.25403065864765356,[0. 0. 0. 0. 0. 0. 0.],0.5161051750183105
4,"[2661, 5473, 5401, 5137, 1329, 4739, 4653]",0.25377333823112,[0. 0. 0. 0. 0. 0. 0.],0.5097343921661377
5,"[3457, 538, 77, 4498, 3482, 1455, 883]",0.25344090323763113,[0. 0. 0. 0. 0. 0. 0.],0.5162045955657959
6,"[3813, 4217, 4248, 484, 802, 1267, 4134]",0.2531317308725528,[0. 0. 0. 0. 0. 0. 0.],0.5128602981567383
7,"[1921, 4245, 4033, 2580, 3828, 3206, 4371]",0.2528699355907865,[0. 0. 0. 0. 0. 0. 0.],0.5214331150054932
8,"[1663, 3024, 4297, 3519, 299, 2826, 706]",0.25262480354322336,[0. 0. 0. 0. 0. 0. 0.],0.5177910327911377
9,"[4795, 3608, 584, 1802, 1057, 4718, 4835]",0.2522497013802667,[0. 0. 0. 0. 0. 0. 1.],0.5294907093048096
10,"[1888, 1763, 3723, 5516, 820, 5187, 5214]",0.25194260304811644,[0. 0. 0. 0. 0. 0. 0.],0.5670433044433594
11,"[842, 858, 4884, 2577, 635, 2633, 4947]",0.25187476604138703,[0. 0. 0. 0. 0. 0. 0.],0.5610582828521729
12,"[2646, 5312, 3923, 1348, 2012, 5074, 2939]",0.2516722522677283,[0. 0. 0. 0. 0. 0. 0.],0.516608715057373
13,"[5281, 3912, 3982, 3172, 2001, 4551, 5197]",0.251612700377736,[0. 0. 0. 0. 0. 0. 0.],0.513758659362793
14,"[3564, 3497, 1540, 3183, 2179, 3232, 831]",0.25129767785232066,[0. 0. 0. 0. 0. 0. 0.],0.5244235992431641
15,"[2044, 1462, 1659, 5501, 3116, 55, 423]",0.2512016449874195,[0. 0. 0. 0. 1. 0. 0.],0.5582842826843262
16,"[212, 398, 19, 4052, 1403, 1152, 4159]",0.2510622441093109,[0. 1. 0. 0. 0. 0. 0.],0.5376217365264893
17,"[2782, 2481, 4494, 4746, 3816, 4344, 810]",0.25040261971458677,[0. 0. 0. 0. 0. 0. 0.],0.5365715026855469
18,"[5226, 5292, 79, 2699, 1551, 682, 1702]",0.25022601204299066,[0. 0. 0. 0. 0. 0. 0.],0.5149786472320557
19,"[168, 2210, 4442, 5041, 2275, 228, 2253]",0.25000829791896734,[0. 0. 0. 0. 0. 0. 0.],0.6000337600708008
20,"[4124, 3061, 2664, 4396, 4668, 675, 532]",0.24907182807193273,[0. 0. 0. 0. 0. 0. 0.],0.5613534450531006
21,"[3531, 1331, 2138, 5536, 4429, 4093, 70]",0.2488917444761939,[0. 0. 0. 0. 0. 0. 0.],0.49913978576660156
22,"[4828, 2794, 2906, 2959, 4632, 1171, 622]",0.24874786618169714,[0. 0. 0. 0. 0. 0. 0.],0.5296618938446045
23,"[1873, 2766, 4018, 4693, 4489, 1255, 2099]",0.24851022675407092,[0. 0. 0. 0. 0. 0. 0.],0.5064907073974609
24,"[2582, 3747, 4760, 3029, 3198, 4051, 300]",0.24818767651595855,[0. 0. 0. 0. 0. 0. 0.],0.5063443183898926
25,"[548, 4751, 368, 3677, 4434, 3141, 4881]",0.24785695760147733,[0. 0. 1. 0. 0. 0. 0.],0.5098893642425537
26,"[1679, 990, 3139, 3152, 5218, 2855, 293]",0.24620790609506116,[0. 0. 0. 0. 0. 1. 0.],0.5500149726867676
27,"[62, 1373, 4713, 642, 3646, 3105, 1647]",0.24609130098317483,[0. 0. 0. 0. 0. 0. 0.],0.5243861675262451
28,"[3227, 528, 4707, 3799, 3549, 4662, 430]",0.24589709222848022,[0. 0. 0. 0. 0. 0. 0.],0.5226566791534424
29,"[2326, 4426, 582, 798, 4855, 5432, 2618]",0.2456552821233713,[0. 0. 0. 0. 0. 0. 0.],0.5627474784851074
30,"[1050, 3917, 3295, 1261, 3743, 3190, 1005]",0.24546076467618685,[0. 0. 0. 0. 0. 0. 0.],0.5210986137390137
31,"[1851, 3341, 2065, 2611, 1913, 5535, 1266]",0.24486154955604814,[0. 0. 0. 0. 0. 0. 0.],0.5373139381408691
32,"[1779, 534, 4757, 3463, 577, 4357, 102]",0.24437512144575815,[0. 0. 0. 0. 0. 0. 0.],0.5683016777038574
33,"[1624, 1709, 512, 3311, 435, 2268, 1721]",0.24431726612994095,[0. 0. 0. 0. 0. 0. 0.],0.5219507217407227
34,"[2, 2820, 41, 475, 255, 2776, 2412]",0.2435531521839042,[0. 0. 0. 0. 0. 0. 0.],0.6461920738220215
35,"[3665, 3706, 835, 1534, 937, 3436, 4525]",0.24207369181955918,[1. 0. 0. 0. 0. 0. 0.],0.5329642295837402
36,"[3379, 2098, 4659, 5452, 1865, 3762, 4407]",0.24189816605057818,[0. 0. 0. 0. 0. 0. 0.],0.5189292430877686
37,"[3046, 3894, 1597, 4868, 1838, 2617, 2755]",0.24156539326459184,[0. 0. 0. 0. 0. 0. 0.],0.501610517501831
38,"[3063, 832, 5428, 714, 4717, 3853, 244]",0.2412391294596164,[0. 0. 0. 0. 0. 0. 0.],0.5220558643341064
39,"[3895, 1061, 1866, 1106, 3072, 4686, 177]",0.24098384448411597,[0. 0. 0. 0. 0. 0. 0.],0.5435712337493896
40,"[220, 4730, 5061, 21, 5415, 1759, 2641]",0.24049997563021852,[0. 0. 0. 0. 0. 0. 0.],0.5238211154937744
41,"[2167, 3397, 3450, 5046, 1755, 5224, 566]",0.24049997563021852,[0. 0. 0. 0. 0. 0. 0.],0.5063564777374268
42,"[805, 4920, 90, 1034, 2264, 2549, 4798]",0.23932932255556544,[0. 0. 1. 0. 0. 0. 0.],0.5365695953369141
43,"[3871, 4313, 4114, 3921, 2320, 5009, 4277]",0.23879002564190455,[0. 0. 0. 0. 0. 0. 0.],0.5212130546569824
44,"[2770, 1024, 1450, 1312, 5500, 3351, 2339]",0.23850659270259789,[0. 0. 0. 0. 0. 0. 0.],0.5361871719360352
45,"[4554, 3606, 1226, 2616, 2835, 3766, 5323]",0.2383353361907521,[0. 0. 0. 0. 0. 0. 0.],0.5259897708892822
46,"[967, 3313, 1996, 5344, 1788, 3591, 3505]",0.23804699156499814,[0. 0. 0. 0. 0. 0. 0.],0.5243313312530518
47,"[5196, 3485, 1276, 3812, 2869, 1925, 1012]",0.23727310230882898,[0. 0. 0. 0. 0. 0. 0.],0.5396089553833008
48,"[1541, 2741, 5502, 3510, 1357, 3352, 2215]",0.2370900833541043,[0. 0. 0. 0. 0. 0. 0.],0.5351052284240723
49,"[3788, 3486, 2075, 3593, 4733, 2892, 1984]",0.23695883027554637,[0. 0. 0. 0. 0. 0. 0.],0.5427889823913574
50,"[3970, 3350, 4741, 361, 3000, 796, 4096]",0.23678796021043969,[0. 0. 0. 0. 0. 0. 0.],0.5303788185119629
51,"[2790, 2415, 3484, 183, 1958, 2435, 3644]",0.23644820899614577,[0. 0. 0. 0. 0. 0. 0.],0.5345964431762695
52,"[717, 1131, 485, 4661, 3296, 637, 4726]",0.23609770553711448,[0. 0. 0. 0. 0. 0. 0.],0.5275058746337891
53,"[853, 3126, 928, 3676, 804, 3301, 2570]",0.23555453731639947,[0. 0. 0. 0. 0. 0. 0.],0.5658669471740723
54,"[1614, 4934, 4012, 5231, 2300, 310, 5431]",0.23431268671461203,[0. 0. 0. 0. 0. 0. 0.],0.6241602897644043
55,"[3221, 1571, 651, 420, 1701, 362, 1062]",0.23407406914346576,[0. 0. 0. 0. 0. 0. 0.],0.5110735893249512
56,"[618, 1399, 5523, 4415, 1412, 2493, 1153]",0.23372029997439397,[0. 0. 0. 0. 0. 0. 0.],0.5282933712005615
