,sub_problem,sub_fval,solution,qaoa_time
0,"[13, 35, 62, 81, 0, 44, 87]",0.3133139781245363,[0. 0. 0. 1. 0. 0. 0.],0.812657356262207
1,"[58, 25, 69, 63, 14, 68, 76]",0.30379180546232215,[0. 0. 0. 1. 0. 0. 0.],0.654339075088501
2,"[16, 9, 29, 78, 33, 53, 37]",0.28484727162817897,[0. 0. 0. 1. 0. 0. 0.],0.6563258171081543
3,"[57, 70, 48, 83, 45, 59, 27]",0.2708310257139638,[0. 0. 0. 0. 0. 0. 0.],0.6565666198730469
4,"[77, 34, 28, 71, 3, 36, 72]",0.246544354242699,[0. 0. 0. 0. 0. 0. 0.],0.6671011447906494
5,"[24, 40, 6, 4, 84, 41, 42]",0.22566599046813612,[0. 0. 0. 0. 0. 0. 0.],0.6658477783203125
6,"[80, 10, 11, 2, 82, 61, 19]",0.2135199216712788,[1. 0. 1. 0. 0. 0. 1.],0.6582212448120117
7,"[17, 7, 74, 89, 67, 88, 60]",0.20731279899429356,[0. 0. 0. 0. 0. 0. 1.],0.7403247356414795
8,"[75, 21, 32, 18, 64, 49, 65]",0.20686641890840898,[1. 0. 0. 1. 0. 0. 1.],0.6545524597167969
9,"[22, 50, 85, 30, 1, 26, 51]",0.20006565024582,[0. 0. 1. 0. 0. 0. 1.],0.6613008975982666
10,"[79, 66, 20, 46, 43, 12, 52]",0.19710640622934325,[1. 1. 1. 0. 0. 1. 0.],0.6577966213226318
11,"[55, 8, 47, 23, 86, 39, 38]",0.18359616816421515,[1. 1. 1. 0. 0. 0. 1.],0.6579945087432861
12,"[5, 15, 31, 54, 56, 73, 78]",0.16552649086111562,[1. 1. 0. 0. 1. 1. 1.],0.6877481937408447
