,sub_problem,sub_fval,solution,qaoa_time
0,"[1, 22, 29, 23, 40, 20, 33]",0.1952240331943437,[0. 0. 1. 0. 0. 0. 0.],0.8851971626281738
1,"[56, 78, 28, 8, 44, 32, 30]",0.1888043260580106,[0. 1. 0. 0. 0. 0. 0.],0.7370741367340088
2,"[49, 6, 31, 69, 79, 68, 0]",0.17913143039394572,[0. 0. 0. 0. 1. 1. 0.],0.7438015937805176
3,"[4, 47, 83, 15, 34, 18, 62]",0.1762482938811755,[0. 0. 0. 0. 0. 0. 1.],0.7399337291717529
4,"[11, 87, 77, 72, 27, 12, 14]",0.17070209025075378,[1. 1. 0. 0. 1. 0. 0.],0.736530065536499
5,"[26, 48, 59, 5, 3, 60, 86]",0.16734383125510777,[0. 0. 0. 0. 0. 0. 0.],0.73714280128479
6,"[74, 51, 89, 24, 57, 36, 67]",0.1646890775511081,[0. 1. 0. 0. 0. 0. 0.],0.7392318248748779
7,"[75, 9, 7, 39, 61, 42, 54]",0.15957054504858326,[1. 0. 0. 0. 1. 0. 0.],0.8293702602386475
8,"[52, 53, 65, 10, 81, 37, 35]",0.15611699497114273,[0. 0. 1. 1. 1. 0. 1.],0.7327351570129395
9,"[84, 88, 41, 76, 73, 46, 21]",0.1516704222884955,[0. 0. 0. 1. 1. 0. 1.],0.7354586124420166
10,"[38, 13, 70, 85, 71, 50, 17]",0.1477388625776475,[0. 1. 1. 1. 1. 0. 0.],0.7346200942993164
11,"[55, 16, 2, 80, 43, 64, 45]",0.14614956263896273,[1. 0. 0. 1. 0. 0. 0.],0.7621762752532959
12,"[19, 25, 58, 63, 66, 82, 42]",0.14561339788036937,[1. 1. 0. 1. 1. 0. 0.],0.735917329788208
