,sub_problem,sub_fval,solution,qaoa_time
0,"[1270, 1219, 1548, 679, 693, 1566, 155]",0.25955693402837204,[1. 0. 0. 0. 0. 0. 0.],0.8150043487548828
1,"[1277, 917, 722, 1630, 1077, 1660, 648]",0.25922671209294557,[0. 0. 0. 0. 0. 0. 0.],0.6572682857513428
2,"[975, 278, 1785, 754, 1590, 826, 543]",0.2576036212415715,[0. 1. 0. 0. 0. 0. 0.],0.7010602951049805
3,"[845, 1356, 1868, 1071, 770, 567, 1457]",0.2571734111316207,[0. 1. 1. 1. 0. 0. 0.],0.6620571613311768
4,"[1666, 1742, 54, 1702, 8, 1157, 1794]",0.2560301417721226,[0. 0. 0. 0. 0. 0. 0.],0.7080235481262207
5,"[976, 1534, 444, 1740, 1636, 65, 639]",0.2545688195376498,[0. 1. 0. 0. 0. 1. 0.],0.7477712631225586
6,"[0, 388, 1437, 934, 1391, 1047, 1288]",0.2542067970579224,[0. 0. 0. 0. 0. 1. 0.],0.866635799407959
7,"[1182, 1467, 1128, 1856, 851, 1435, 1633]",0.2524542822186687,[0. 0. 0. 0. 0. 0. 0.],0.7580173015594482
8,"[113, 360, 1844, 636, 584, 1154, 1397]",0.2514330158975727,[0. 0. 0. 0. 0. 0. 0.],0.7743816375732422
9,"[512, 1929, 1194, 1216, 1931, 1768, 1051]",0.2501625687742378,[0. 1. 0. 0. 0. 0. 1.],0.7613623142242432
10,"[997, 434, 106, 45, 706, 508, 557]",0.24956353679264345,[1. 0. 0. 0. 0. 0. 0.],0.7201502323150635
11,"[22, 798, 1367, 1709, 707, 1140, 1536]",0.24903054407924605,[0. 0. 1. 1. 0. 0. 1.],0.7481679916381836
12,"[796, 1819, 198, 1346, 210, 941, 701]",0.2487099185489719,[0. 0. 0. 1. 0. 0. 0.],0.7132241725921631
13,"[370, 818, 601, 1570, 875, 1441, 620]",0.24837794905721977,[0. 0. 0. 0. 0. 1. 0.],0.6390676498413086
14,"[480, 604, 1832, 466, 1179, 1638, 471]",0.24819853620323581,[0. 0. 0. 0. 0. 0. 1.],0.638373851776123
15,"[280, 1886, 599, 1503, 1704, 581, 497]",0.2476448745836707,[0. 1. 1. 0. 1. 0. 0.],0.6437454223632812
16,"[506, 73, 660, 1693, 1129, 458, 1825]",0.24649629091299086,[0. 0. 0. 0. 0. 0. 0.],0.6384661197662354
17,"[1204, 10, 1442, 1427, 156, 593, 1386]",0.24603137800645575,[0. 0. 0. 0. 0. 0. 0.],0.6347520351409912
18,"[1711, 343, 165, 761, 1046, 1670, 1793]",0.24481733467122668,[1. 0. 1. 0. 0. 1. 0.],0.7195112705230713
19,"[945, 1654, 823, 612, 373, 1811, 837]",0.2446611888262917,[0. 0. 0. 0. 0. 0. 0.],0.8367133140563965
20,"[379, 468, 1109, 1308, 1100, 1009, 662]",0.24460689133605845,[0. 0. 0. 1. 1. 0. 0.],0.7098262310028076
21,"[1267, 836, 1472, 1846, 1631, 656, 609]",0.24419797876162294,[1. 0. 1. 0. 0. 0. 0.],0.7126832008361816
22,"[1839, 1607, 1490, 869, 742, 1698, 1023]",0.24368413917305098,[0. 1. 1. 0. 0. 0. 0.],0.7181336879730225
23,"[1236, 500, 1565, 1358, 17, 689, 1629]",0.24341823539743893,[0. 0. 0. 1. 1. 0. 0.],0.6670770645141602
24,"[525, 166, 876, 134, 980, 133, 262]",0.24302190017726244,[0. 1. 0. 0. 0. 0. 0.],0.7069878578186035
25,"[181, 1173, 615, 933, 1347, 1860, 1805]",0.24142690834800373,[1. 1. 0. 0. 1. 0. 0.],0.6565406322479248
26,"[751, 1239, 428, 1925, 780, 145, 298]",0.24075914351297617,[0. 0. 0. 1. 0. 0. 0.],0.5913927555084229
27,"[1460, 834, 1103, 423, 1403, 157, 1671]",0.24025438720251818,[0. 0. 1. 0. 0. 0. 1.],0.594660758972168
28,"[293, 750, 688, 1069, 1600, 1902, 926]",0.23936020030151792,[0. 0. 1. 0. 0. 0. 0.],0.5898439884185791
29,"[258, 879, 831, 1217, 108, 602, 725]",0.2385038332546632,[0. 0. 0. 0. 0. 0. 0.],0.5967757701873779
30,"[1134, 665, 1241, 613, 1673, 935, 397]",0.23789117360734777,[0. 0. 0. 0. 0. 0. 0.],0.5935747623443604
31,"[655, 961, 84, 1833, 417, 1353, 1110]",0.23699307645975193,[0. 0. 0. 0. 0. 1. 1.],0.592597246170044
32,"[892, 529, 708, 1271, 33, 944, 1616]",0.23656379132987754,[0. 0. 1. 1. 0. 0. 0.],0.6770904064178467
33,"[962, 174, 1530, 93, 347, 901, 1284]",0.23631304314332552,[0. 1. 0. 0. 0. 0. 1.],0.5953800678253174
34,"[786, 1817, 1593, 90, 1888, 721, 1489]",0.23589818429492412,[0. 0. 0. 0. 0. 0. 1.],0.5960648059844971
35,"[1379, 85, 1291, 171, 1177, 294, 407]",0.23502717764943973,[1. 0. 1. 1. 0. 0. 0.],0.5960924625396729
36,"[1934, 1011, 687, 1513, 13, 1058, 1816]",0.2339886813678022,[0. 0. 0. 1. 0. 0. 0.],0.5915417671203613
37,"[1614, 1163, 1396, 1858, 1036, 1535, 1064]",0.23357706455277844,[0. 0. 0. 1. 0. 0. 0.],0.5931961536407471
38,"[1187, 534, 718, 1538, 16, 455, 1877]",0.2320840833899168,[0. 0. 0. 1. 0. 0. 0.],0.5927937030792236
