,sub_problem,sub_fval,solution,qaoa_time
0,"[1007, 147, 258, 1812, 1846, 1722, 1275]",0.25773455614177615,[0. 0. 0. 0. 0. 0. 0.],0.8380341529846191
1,"[1119, 218, 1796, 1067, 749, 190, 1690]",0.2571939518907431,[0. 0. 0. 0. 0. 1. 0.],0.7249789237976074
2,"[1880, 1670, 1927, 500, 1294, 1352, 807]",0.2570976775823625,[0. 1. 1. 0. 0. 0. 1.],0.724010705947876
3,"[490, 629, 1156, 1216, 872, 717, 341]",0.2563742787349724,[0. 0. 0. 0. 0. 0. 0.],0.7285282611846924
4,"[374, 1790, 1568, 1754, 936, 1124, 1651]",0.2552488819057045,[0. 1. 1. 0. 0. 0. 0.],0.725898265838623
5,"[1491, 1933, 453, 1381, 1327, 1741, 1203]",0.2547080095070677,[1. 0. 0. 1. 0. 0. 0.],0.7241151332855225
6,"[1592, 265, 41, 87, 392, 1919, 1910]",0.25425135570405416,[0. 0. 0. 0. 0. 0. 0.],0.8112802505493164
7,"[1850, 1581, 1783, 268, 1678, 737, 1418]",0.2525414446360015,[0. 0. 0. 0. 0. 1. 0.],0.7177250385284424
8,"[564, 515, 1019, 569, 1759, 883, 169]",0.2523792216830974,[0. 0. 0. 1. 0. 0. 1.],0.7219789028167725
9,"[1142, 342, 370, 1127, 1908, 544, 1027]",0.25160284862791377,[0. 0. 0. 0. 1. 0. 0.],0.7312922477722168
10,"[683, 204, 1890, 292, 260, 1409, 1320]",0.2511249996100975,[0. 0. 1. 0. 0. 0. 1.],0.7219986915588379
11,"[1562, 1415, 529, 634, 1301, 377, 864]",0.2504848035139201,[1. 0. 0. 0. 1. 0. 0.],0.7210240364074707
12,"[1862, 1131, 394, 1022, 1492, 1336, 978]",0.24871770279318897,[0. 0. 0. 0. 1. 1. 0.],0.7229771614074707
13,"[359, 1613, 1454, 1884, 986, 1649, 246]",0.24783642098731523,[0. 0. 0. 0. 0. 0. 0.],0.7197942733764648
14,"[159, 735, 783, 953, 1499, 1192, 1706]",0.24698044390791207,[0. 0. 0. 0. 0. 0. 1.],0.7230157852172852
15,"[366, 1045, 1476, 1029, 1345, 1448, 675]",0.24666994396298828,[0. 1. 0. 0. 1. 0. 0.],0.724780797958374
16,"[1387, 1267, 1340, 248, 1060, 1905, 435]",0.2453556785837424,[0. 1. 1. 0. 0. 0. 0.],0.7329525947570801
17,"[977, 1534, 1924, 1250, 407, 1017, 1680]",0.24492685437650924,[0. 1. 0. 0. 0. 0. 0.],0.7161848545074463
18,"[1095, 1664, 1897, 38, 1376, 112, 690]",0.24390403736316668,[0. 0. 0. 0. 0. 1. 0.],0.7169771194458008
19,"[1617, 708, 990, 1446, 1360, 703, 296]",0.24376059462571328,[0. 1. 1. 1. 1. 0. 0.],0.8107683658599854
20,"[451, 1824, 1333, 267, 1753, 59, 196]",0.24281201890865783,[0. 0. 1. 0. 0. 0. 0.],0.7170913219451904
21,"[862, 1495, 94, 934, 1760, 318, 1893]",0.24137393352163797,[0. 1. 0. 0. 0. 0. 0.],0.7160849571228027
22,"[1278, 1230, 116, 746, 107, 222, 1700]",0.24114817222502788,[1. 0. 0. 0. 0. 0. 0.],0.7233965396881104
